:START_ID,:END_ID,name,:TYPE
e249,e249,中文名,中文名
e249,e42800,别名,别名
e249,e31582,民族,民族
e249,e39710,出生日期,出生日期
e249,e40492,逝世日期,逝世日期
e249,e51419,职业,职业
e249,e2951,代表作品,代表作品
e249,e14135,官职,官职
e249,e18435,追赠,追赠
e249,e49193,谥号,谥号
e249,e28004,国籍,国籍
e33985,e33985,中文名,中文名
e33985,e8620,逝世日期,逝世日期
e33985,e22006,职务,职务
e33985,e15699,参加革命时间,参加革命时间
e39432,e39432,中文名,中文名
e39432,e47601,别名,别名
e39432,e42360,逝世日期,逝世日期
e39432,e15272,毕业院校,毕业院校
e39432,e31582,民族,民族
e39432,e53245,职务,职务
e39432,e39383,出生地,出生地
e39432,e13224,出生日期,出生日期
e33192,e33192,中文名,中文名
e33192,e20229,地点,地点
e33192,e25545,性质,性质
e33192,e39274,职能,职能
e34536,e34536,中文名,中文名
e34536,e44220,国籍,国籍
e34536,e5401,出生日期,出生日期
e34536,e11017,逝世日期,逝世日期
e34536,e2215,职业,职业
e34536,e19220,信仰,信仰
e34536,e43657,性别,性别
e36146,e36146,中文名,中文名
e36146,e50064,出生日期,出生日期
e36146,e43147,出生地,出生地
e36146,e43657,性别,性别
e47193,e47193,中文名,中文名
e47193,e313,外文名,外文名
e47193,e5516,定义,定义
e47193,e11999,特点,特点
e10390,e10390,本名,本名
e10390,e23117,去世时间,去世时间
e10390,e24430,参军时间,参军时间
e10390,e50001,政治面貌,政治面貌
e26812,e50580,出生地,出生地
e26812,e25828,出生日期,出生日期
e26812,e26812,中文名,中文名
e26812,e25828,逝世日期,逝世日期
e13398,e13398,中文名,中文名
e13398,e29382,参加革命时间,参加革命时间
e13398,e37127,生前职务,生前职务
e52142,e52142,名称,名称
e52142,e28640,地点,地点
e52142,e6081,时间,时间
e52142,e51329,参战方,参战方
e34694,e34694,中文名,中文名
e34694,e24407,外文名,外文名
e34694,e20504,出生地,出生地
e34694,e47899,出生日期,出生日期
e34694,e19003,逝世日期,逝世日期
e34536,e34536,中文名,中文名
e34536,e44220,国籍,国籍
e34536,e31582,民族,民族
e34536,e5401,出生日期,出生日期
e34536,e11017,逝世日期,逝世日期
e34536,e2215,职业,职业
e34536,e19220,信仰,信仰
e34536,e43657,性别,性别
e23027,e23027,中文名,中文名
e23027,e2144,又称,又称
e23027,e49070,口径,口径
e23027,e49129,堪称,堪称
e16736,e16736,中文名,中文名
e16736,e37127,职务,职务
e16736,e5054,参加革命时间,参加革命时间
e42475,e42475,中文名,中文名
e42475,e35320,所属国,所属国
e42475,e1551,导弹射程,导弹射程
e53264,e53264,中文名,中文名
e53264,e32705,弹夹容量,弹夹容量
e53264,e16631,外文名,外文名
e53264,e47654,发射机构,发射机构
e53264,e7533,握把镶片,握把镶片
e53264,e39788,照门,照门
e53264,e31523,枪管长,枪管长
e53264,e42749,高度,高度
e53264,e366,宽度,宽度
e53264,e35570,发射模式,发射模式
e53264,e3094,研发日期,研发日期
e53264,e7222,生产日期,生产日期
e34536,e31582,民族,民族
e53224,e53224,中文名,中文名
e53224,e34983,时间,时间
e53224,e50580,籍贯,籍贯
e34548,e34548,名称,名称
e34548,e11282,地点,地点
e34548,e32617,参战方,参战方
e34548,e9967,结果,结果
e1284,e1284,中文名,中文名
e1284,e31514,定义,定义
e1284,e2847,时期,时期
e1284,e13854,意义,意义
e22122,e22122,中文名,中文名
e22122,e6853,出生地,出生地
e22122,e43657,性别,性别
e22122,e35402,出生日期,出生日期
e27282,e27282,中文名,中文名
e27282,e44220,国籍,国籍
e27282,e44220,出生地,出生地
e27282,e13590,民族,民族
e1982,e53010,原为,原为
e1982,e38506,现为,现为
e1982,e47671,属于,属于
e1982,e1982,中文名,中文名
e39902,e39902,中文名,中文名
e39902,e30918,外文名,外文名
e39902,e11444,生产方,生产方
e39902,e45609,M代表,M代表
e39902,e34687,K代表,K代表
e39902,e51907,I代表,I代表
e39902,e49778,机型,机型
e38218,e38218,中文名称,中文名称
e38218,e29236,服役时间,服役时间
e38218,e10878,设计者,设计者
e38218,e45870,国家,国家
e31166,e31166,中文名,中文名
e31166,e44220,国籍,国籍
e31166,e36300,逝世日期,逝世日期
e1699,e1699,中文名,中文名
e1699,e51920,出生日期,出生日期
e1699,e7869,逝世日期,逝世日期
e31166,e24867,出生日期,出生日期
e11882,e11882,中文名,中文名
e11882,e25515,逝世日期,逝世日期
e11882,e37300,籍贯,籍贯
e11882,e44192,安葬地,安葬地
e31410,e31410,中文名,中文名
e31410,e7258,地点,地点
e31410,e26955,对象,对象
e31410,e11563,类型,类型
e19836,e19836,中文名,中文名
e19836,e44220,国籍,国籍
e19836,e23614,出生地,出生地
e19836,e32925,职业,职业
e29034,e29034,中文名,中文名
e29034,e44220,国籍,国籍
e29034,e25044,出生日期,出生日期
e11882,e31200,出生日期,出生日期
e29034,e39802,逝世日期,逝世日期
e29034,e18710,职业,职业
e5947,e5947,中文名,中文名
e5947,e6128,出生日期,出生日期
e29034,e48991,出生地,出生地
e12566,e12566,中文名,中文名
e12566,e31769,逝世日期,逝世日期
e12566,e23117,参加革命,参加革命
e12566,e16453,牺牲地点,牺牲地点
e36464,e36464,中文名,中文名
e36464,e42886,出生日期,出生日期
e36464,e9629,逝世日期,逝世日期
e36464,e43657,性别,性别
e36464,e45348,生前职位,生前职位
e36464,e50035,牺牲地点,牺牲地点
e49851,e49851,本名,本名
e49851,e16252,所处时代,所处时代
e49851,e23721,出生地,出生地
e49851,e43657,性别,性别
e49851,e6930,谥号,谥号
e33179,e33179,中文名,中文名
e33179,e27207,籍贯,籍贯
e33179,e36307,出生日期,出生日期
e33179,e6440,职业,职业
e20187,e20187,中文名,中文名
e20187,e23969,别名,别名
e20187,e44220,国籍,国籍
e20187,e32737,政治面貌,政治面貌
e22997,e22997,中文名,中文名
e22997,e14950,主要机载设备,主要机载设备
e22997,e39682,作战半径,作战半径
e22997,e11069,机翼面积,机翼面积
e5947,e35408,逝世日期,逝世日期
e8130,e8130,中文名,中文名
e8130,e44220,国籍,国籍
e8130,e27704,出生日期,出生日期
e8130,e1554,逝世日期,逝世日期
e8130,e32934,职业,职业
e8130,e39828,毕业院校,毕业院校
e8130,e52602,信仰,信仰
e8130,e21207,主要成就,主要成就
e8130,e31582,民族,民族
e8130,e23928,出生地,出生地
e29123,e29123,中文名,中文名
e29123,e23117,逝世日期,逝世日期
e29123,e23117,参加革命时间,参加革命时间
e29123,e2215,职业,职业
e48608,e46627,中文名称,中文名称
e48608,e38318,次型/级,次型/级
e2266,e2266,中文名,中文名
e2266,e19756,定义,定义
e2266,e21202,案例,案例
e2266,e33625,对象,对象
e46590,e46590,中文名,中文名
e46590,e44220,国籍,国籍
e46590,e43657,性别,性别
e46590,e31582,民族,民族
e51854,e38237,名称,名称
e51854,e2056,发生时间,发生时间
e51854,e16752,外文名,外文名
e51854,e4502,战役意义,战役意义
e51854,e47288,朝鲜语名称,朝鲜语名称
e51854,e43561,结果,结果
e19291,e19291,中文名,中文名
e19291,e44220,国籍,国籍
e19291,e24867,逝世日期,逝世日期
e19291,e43657,性别,性别
e19291,e23407,出生日期,出生日期
e45733,e45733,中文名,中文名
e45733,e40492,出生日期,出生日期
e45733,e50309,籍贯,籍贯
e34972,e34972,中文名,中文名
e34972,e44220,国籍,国籍
e34972,e13590,民族,民族
e34972,e19888,出生日期,出生日期
e34972,e44461,逝世日期,逝世日期
e45733,e23117,逝世日期,逝世日期
e51854,e2056,发生时间,发生时间
e51854,e43561,结果,结果
e51854,e16752,外文名,外文名
e51854,e4502,战役意义,战役意义
e51854,e47288,朝鲜语名称,朝鲜语名称
e51854,e38237,名称,名称
e51854,e38237,名称,名称
e51854,e2056,发生时间,发生时间
e51854,e16752,外文名,外文名
e51854,e4502,战役意义,战役意义
e51854,e47288,朝鲜语名称,朝鲜语名称
e51854,e43561,结果,结果
e39774,e39774,中文名,中文名
e39774,e14707,外文名,外文名
e39774,e42341,地点,地点
e39774,e44774,结束时间,结束时间
e39774,e7414,胜利方,胜利方
e39774,e44461,发生时间,发生时间
e30053,e30053,中文名,中文名
e30053,e13135,出生日期,出生日期
e30053,e33649,逝世日期,逝世日期
e2838,e2838,中文名,中文名
e2838,e23069,逝世日期,逝世日期
e2838,e43657,性别,性别
e2838,e10222,政治面貌,政治面貌
e12230,e12230,名称,名称
e12230,e46816,发生时间,发生时间
e32567,e32567,中文名,中文名
e32567,e41554,出生地,出生地
e32567,e14042,出生日期,出生日期
e32567,e47049,逝世日期,逝世日期
e30217,e30217,中文名,中文名
e30217,e1598,别名,别名
e30217,e44220,国籍,国籍
e30217,e5699,出生地,出生地
e30217,e14028,出生日期,出生日期
e30217,e16046,逝世日期,逝世日期
e30053,e14493,外文名,外文名
e31266,e31266,中文名,中文名
e31266,e48644,出生日期,出生日期
e31266,e7869,逝世日期,逝世日期
e13021,e13021,中文名,中文名
e13021,e31769,逝世日期,逝世日期
e13021,e50323,籍贯,籍贯
e52471,e52471,中文名,中文名
e52471,e44220,国籍,国籍
e13021,e5477,出生日期,出生日期
e31266,e44220,国籍,国籍
e52471,e51175,出生日期,出生日期
e52471,e43026,逝世日期,逝世日期
e18264,e18264,中文名,中文名
e52471,e31582,民族,民族
e18264,e32923,所属战争,所属战争
e18264,e14137,战场,战场
e36568,e36568,中文名,中文名
e36568,e21098,巡航速度,巡航速度
e36568,e33907,最大起飞重量,最大起飞重量
e36568,e16071,载重,载重
e48246,e48246,中文名,中文名
e48246,e29993,别名,别名
e48246,e44714,出生日期,出生日期
e18264,e43711,开战日期,开战日期
e48246,e2180,逝世日期,逝世日期
e48246,e25706,毕业院校,毕业院校
e48246,e11612,主要成就,主要成就
e48246,e1657,出生地,出生地
e48246,e43657,性别,性别
e48949,e48949,中文名,中文名
e48949,e23117,逝世日期,逝世日期
e48949,e2215,职业,职业
e48949,e23117,参加革命时间,参加革命时间
e12230,e12230,名称,名称
e12230,e46816,发生时间,发生时间
e48246,e31582,民族,民族
e48608,e46627,中文名称,中文名称
e48608,e38318,次型/级,次型/级
e36269,e36269,中文名,中文名
e36269,e6937,特点,特点
e36269,e21551,武器特点,武器特点
e36269,e23900,武器,武器
e1245,e3458,名称,名称
e1245,e42718,发生时间,发生时间
e1245,e20342,参战方兵力,参战方兵力
e1245,e17765,战后成果,战后成果
e1245,e28206,蜀国,蜀国
e1245,e5661,魏国,魏国
e1245,e11874,吴国,吴国
e1245,e36101,结果,结果
e45049,e45049,中文名,中文名
e45049,e44220,国籍,国籍
e45049,e51271,逝世日期,逝世日期
e45049,e51920,出生日期,出生日期
e47155,e47155,本名,本名
e47155,e31582,民族族群,民族族群
e47155,e11346,出生时间,出生时间
e47155,e42897,去世时间,去世时间
e47155,e24741,出生地,出生地
e29756,e29756,中文名,中文名
e29756,e13590,民族,民族
e29756,e17962,出生地,出生地
e29756,e29382,逝世日期,逝世日期
e24685,e51964,中文名,中文名
e24685,e32084,气动布局,气动布局
e24685,e32525,飞行速度,飞行速度
e24685,e1234,发动机,发动机
e48514,e48514,中文名称,中文名称
e48514,e19740,职业,职业
e48514,e22119,执业地点,执业地点
e48514,e47766,临床职称,临床职称
e45682,e45682,中文名,中文名
e45682,e34232,国籍,国籍
e45682,e51874,职业,职业
e45682,e13199,出生地,出生地
e48175,e48175,中文名称,中文名称
e48175,e35331,制造建筑,制造建筑
e48175,e5100,军备武器,军备武器
e48175,e25282,角色,角色
e45682,e23002,逝世日期,逝世日期
e49848,e49848,中文名,中文名
e49848,e42276,外文名,外文名
e49848,e43646,时期,时期
e49848,e33559,目的,目的
e49848,e24517,2伤亡人数1,2伤亡人数1
e49848,e12487,伤亡人数1,伤亡人数1
e5219,e30678,中文名,中文名
e5219,e12967,专业代码,专业代码
e5219,e9587,修业年限,修业年限
e5219,e24183,授予学位,授予学位
e14492,e14492,中文名,中文名
e14492,e9995,外文名,外文名
e14492,e3862,全长,全长
e14492,e16094,重量,重量
e14492,e45784,公司,公司
e39807,e53097,中文名,中文名
e39807,e51017,时间,时间
e39807,e44583,国家,国家
e39807,e37624,包括,包括
e39807,e5987,类型,类型
e4757,e4757,中文名,中文名
e4757,e37676,去世时间,去世时间
e14492,e15279,口径,口径
e4757,e21269,享年,享年
e14492,e14492,中文名,中文名
e14492,e9995,外文名,外文名
e14492,e15279,口径,口径
e14492,e3862,全长,全长
e14492,e16094,重量,重量
e14492,e45784,公司,公司
e4757,e38022,去世地点,去世地点
e43190,e43190,本名,本名
e43190,e42497,出生地,出生地
e43190,e23755,出生时间,出生时间
e7949,e7949,中文名,中文名
e7949,e50580,出生地,出生地
e7949,e38415,出生日期,出生日期
e7949,e19577,逝世日期,逝世日期
e7949,e47229,性别,性别
e39807,e53097,中文名,中文名
e39807,e51017,时间,时间
e39807,e44583,国家,国家
e39807,e37624,包括,包括
e39807,e5987,类型,类型
e17628,e17628,中文名,中文名
e17628,e27853,外文名,外文名
e17628,e26064,军种分类：,军种分类：
e43190,e44207,去世时间,去世时间
e16101,e16101,中文名,中文名
e17628,e34134,武器分类：,武器分类：
e16101,e4172,出生日期,出生日期
e16101,e19577,逝世日期,逝世日期
e16101,e44220,国籍,国籍
e865,e865,书名,书名
e865,e50634,作者,作者
e865,e52492,译者,译者
e865,e35859,出版时间,出版时间
e865,e27609,页数,页数
e865,e21607,定价,定价
e865,e43709,开本,开本
e865,e47546,ISBN,ISBN
e865,e6745,字数,字数
e865,e41974,纸张,纸张
e865,e13082,类别,类别
e21383,e21383,中文名,中文名
e21383,e38409,出生日期,出生日期
e21383,e50328,职业,职业
e21383,e25981,逝世日期,逝世日期
e51700,e51700,中文名,中文名
e51700,e39182,性质,性质
e51700,e48497,关于战争全局,关于战争全局
e51700,e33281,属性,属性
e38558,e484,中文名,中文名
e38558,e38916,外文名,外文名
e38558,e28494,谈判目的,谈判目的
e38558,e6439,时间,时间
e1490,e1490,中文名,中文名
e1490,e23948,国籍,国籍
e1490,e47479,出生日期,出生日期
e1490,e42719,性别,性别
e1490,e13590,民族,民族
e2736,e2736,中文名,中文名
e2736,e14524,外文名,外文名
e2736,e10832,出生日期,出生日期
e2736,e23108,逝世日期,逝世日期
e2736,e45945,墓园,墓园
e2736,e31698,别名,别名
e33792,e33792,中文名,中文名
e33792,e44220,国籍,国籍
e33792,e13590,民族,民族
e33792,e44220,出生地,出生地
e6213,e40020,中文名称,中文名称
e6213,e40819,英文名称,英文名称
e6213,e27277,研制时间,研制时间
e6213,e18603,国家,国家
e6213,e130,下水时间,下水时间
e6213,e23418,前型/级,前型/级
e46901,e46901,中文名,中文名
e46901,e31769,逝世日期,逝世日期
e46901,e8780,职业,职业
e22352,e22352,中文名,中文名
e22352,e36452,外文名,外文名
e22352,e26449,时代,时代
e22352,e22352,中文名,中文名
e22352,e36452,外文名,外文名
e22352,e26449,时代,时代
e24812,e4045,外文名,外文名
e24812,e44220,国籍,国籍
e24812,e42395,出生日期,出生日期
e24812,e43657,性别,性别
e24812,e39309,学历,学历
e8425,e8425,中文名,中文名
e8425,e16333,出生日期,出生日期
e8425,e6573,毕业院校,毕业院校
e41298,e41298,中文名,中文名
e41298,e44220,国籍,国籍
e41298,e41293,逝世日期,逝世日期
e41298,e41812,毕业院校,毕业院校
e20086,e20086,中文名,中文名
e20086,e23117,参加革命时间,参加革命时间
e20086,e23117,牺牲时间,牺牲时间
e20086,e25141,牺牲地点,牺牲地点
e9356,e9356,中文名,中文名
e9356,e5054,逝世日期,逝世日期
e9356,e17524,参加革命时间,参加革命时间
e9356,e27105,生前职务,生前职务
e39236,e39236,中文名,中文名
e39236,e27297,职业,职业
e39236,e47113,毕业院校,毕业院校
e17230,e17230,中文名,中文名
e17230,e44220,国籍,国籍
e17230,e51188,出生日期,出生日期
e17230,e21134,逝世日期,逝世日期
e39236,e20574,主要成就,主要成就
e24812,e24812,中文名,中文名
e29251,e10386,中文名称,中文名称
e29251,e51296,英文名称,英文名称
e29251,e8182,次型/级,次型/级
e29251,e44220,国家,国家
e29251,e21660,舰艇类型,舰艇类型
e29251,e38997,前型/级,前型/级
e41572,e41572,中文名,中文名
e41572,e37782,逝世日期,逝世日期
e41572,e23117,参加革命时间,参加革命时间
e41572,e2443,生前职务,生前职务
e45544,e45544,中文名,中文名
e45544,e11444,产地,产地
e45544,e20219,试飞时间,试飞时间
e45544,e53268,容积,容积
e42179,e42179,中文名,中文名
e42179,e23267,出生地,出生地
e42179,e8562,逝世日期,逝世日期
e42179,e3318,出生日期,出生日期
e52755,e52755,中文名,中文名
e52755,e44220,国籍,国籍
e52755,e24283,出生地,出生地
e52755,e13224,出生日期,出生日期
e52755,e30754,逝世日期,逝世日期
e52755,e2215,职业,职业
e52755,e5589,毕业院校,毕业院校
e52755,e4061,军衔,军衔
e52755,e31582,民族,民族
e49366,e49366,中文名,中文名
e49366,e44220,国籍,国籍
e49366,e46384,出生日期,出生日期
e48560,e28845,中文名称,中文名称
e48560,e26173,英文名称,英文名称
e48560,e34620,次型/级,次型/级
e48560,e18603,国家,国家
e48560,e37725,外贸,外贸
e48560,e15417,前型/级,前型/级
e20285,e20285,名称,名称
e20285,e37125,发生时间,发生时间
e20285,e2978,结果,结果
e20285,e36226,导火线,导火线
e20285,e31770,地点,地点
e20285,e20285,名称,名称
e20285,e37125,发生时间,发生时间
e20285,e2978,结果,结果
e20285,e36226,导火线,导火线
e20285,e31770,地点,地点
e6165,e6165,中文名,中文名
e6165,e4680,外文名,外文名
e6165,e29575,意义,意义
e6165,e5406,含义,含义
e47259,e47259,中文名,中文名
e47259,e31582,民族,民族
e47259,e44220,出生地,出生地
e47259,e25044,逝世日期,逝世日期
e51457,e51457,中文名,中文名
e51457,e2901,服役时间,服役时间
e51457,e1614,主要改型,主要改型
e51457,e52725,国家,国家
e41340,e41340,中文名,中文名
e41340,e27311,别名,别名
e41340,e11360,出生地,出生地
e41340,e29374,出生日期,出生日期
e34821,e34821,中文名,中文名
e34821,e26494,外文名,外文名
e34821,e33561,升限,升限
e34821,e30974,作战半径,作战半径
e42524,e42524,中文名,中文名
e42524,e13495,研发单位,研发单位
e22415,e22415,中文名,中文名
e22415,e7284,逝世日期,逝世日期
e23628,e13590,民族,民族
e23628,e16333,出生日期,出生日期
e23628,e44220,出生地,出生地
e23628,e35408,逝世日期,逝世日期
e34356,e34356,中文名,中文名
e34356,e24766,出生日期,出生日期
e34356,e35749,逝世日期,逝世日期
e29331,e29331,中文名,中文名
e29331,e43824,时间,时间
e29331,e44220,国家,国家
e42524,e42524,中文名,中文名
e42524,e13495,研发单位,研发单位
e34356,e31335,别名,别名
e35305,e35305,中文名,中文名
e35305,e857,出生日期,出生日期
e35305,e43657,性别,性别
e35305,e40243,逝世日期,逝世日期
e16725,e16725,中文名称,中文名称
e16725,e43029,外文名称,外文名称
e16725,e17224,开放时间,开放时间
e16725,e8250,门票价格,门票价格
e16725,e14931,著名景点,著名景点
e16725,e23812,建议游玩时长,建议游玩时长
e16725,e44220,所属国家,所属国家
e16725,e13497,所属城市,所属城市
e16725,e27502,适宜游玩季节,适宜游玩季节
e16725,e27429,地点,地点
e16725,e50074,占地面积,占地面积
e14387,e14387,中文名,中文名
e14387,e44220,国籍,国籍
e14387,e15370,出生日期,出生日期
e14387,e22347,出生地,出生地
e38345,e38345,本名,本名
e38345,e46091,主要成就,主要成就
e1158,e1158,中文名,中文名
e1158,e44220,国籍,国籍
e1158,e42047,职业,职业
e1158,e6386,主要成就,主要成就
e1158,e51341,入伍时间,入伍时间
e1158,e4381,逝世日期,逝世日期
e11758,e11758,中文名,中文名
e11758,e16672,时间,时间
e11758,e11515,地点,地点
e27548,e27548,中文名,中文名
e27548,e16155,出生地,出生地
e27548,e13590,民族,民族
e27548,e23356,出生日期,出生日期
e27548,e33389,逝世日期,逝世日期
e27548,e44220,国籍,国籍
e29956,e29956,中文名,中文名
e29956,e35154,类型,类型
e29956,e43117,设计师,设计师
e29956,e10558,时间,时间
e29956,e32732,子弹大小,子弹大小
e29956,e33404,原产国家,原产国家
e38917,e38917,中文名,中文名
e38917,e31582,国籍,国籍
e38917,e28706,出生日期,出生日期
e38917,e43657,性别,性别
e16725,e16725,中文名称,中文名称
e16725,e43029,外文名称,外文名称
e16725,e17224,开放时间,开放时间
e16725,e8250,门票价格,门票价格
e16725,e14931,著名景点,著名景点
e16725,e23812,建议游玩时长,建议游玩时长
e16725,e44220,所属国家,所属国家
e16725,e13497,所属城市,所属城市
e16725,e27502,适宜游玩季节,适宜游玩季节
e16725,e27429,地点,地点
e31754,e31754,中文名,中文名
e31754,e44220,国籍,国籍
e31754,e31582,民族,民族
e31754,e35296,出生地,出生地
e16725,e50074,占地面积,占地面积
e34565,e36090,隶属部队,隶属部队
e34565,e31769,参加革命时间,参加革命时间
e34565,e37127,职务,职务
e52391,e52391,中文名,中文名
e52391,e43545,外文名,外文名
e52391,e43657,性别,性别
e52391,e44220,国家,国家
e34565,e34565,中文名,中文名
e40248,e40248,中文名,中文名
e40248,e50279,口径,口径
e40248,e10719,重量,重量
e40248,e15921,弹容,弹容
e40248,e2731,全长,全长
e28746,e12038,中文名称,中文名称
e28746,e11394,外文名称,外文名称
e28746,e28843,电话区号,电话区号
e28746,e44217,邮政区码,邮政区码
e28746,e27501,人口,人口
e28746,e3634,火车站,火车站
e28746,e34341,车牌代码,车牌代码
e28746,e39077,地理位置,地理位置
e22525,e22525,中文名,中文名
e22525,e5588,前身,前身
e22525,e33184,时间,时间
e22525,e5859,简称,简称
e17476,e17476,中文名,中文名
e17476,e50002,外文名,外文名
e17476,e9591,所属国家,所属国家
e17476,e19043,动力,动力
e2774,e2774,中文名,中文名
e2774,e44220,国籍,国籍
e2774,e21953,出生地,出生地
e2774,e857,出生日期,出生日期
e2774,e29382,逝世日期,逝世日期
e2774,e32210,职业,职业
e2774,e37648,信仰,信仰
e2774,e43657,性别,性别
e2774,e31582,民族,民族
e18469,e18469,本名,本名
e18469,e34232,所处时代,所处时代
e18469,e42177,民族族群,民族族群
e18469,e45438,出生日期,出生日期
e18469,e6231,逝世日期,逝世日期
e18469,e17758,主要成就,主要成就
e18469,e41137,字号,字号
e18469,e26394,出生地,出生地
e17476,e17476,中文名,中文名
e17476,e19043,动力,动力
e17476,e9591,所属国家,所属国家
e46937,e46937,中文名,中文名
e46937,e36561,特点,特点
e17476,e50002,外文名,外文名
e46937,e40861,专用于,专用于
e20333,e20333,中文名,中文名
e20333,e40491,组成,组成
e20333,e29719,组成地点,组成地点
e20333,e2382,解散,解散
e1659,e1659,中文名,中文名
e1659,e13903,出生日期,出生日期
e1659,e40874,出生地,出生地
e1659,e52376,信仰,信仰
e2295,e49965,外文名,外文名
e2295,e37069,出生日期,出生日期
e2295,e38781,逝世日期,逝世日期
e46937,e4760,精度,精度
e22818,e14644,攻下邺,攻下邺
e22818,e40262,立元恭为帝,立元恭为帝
e22818,e13715,孝庄帝,孝庄帝
e22818,e22818,中文名,中文名
e9670,e9670,中文名,中文名
e9670,e23569,游戏类型,游戏类型
e9670,e15494,大小,大小
e9670,e12877,按键,按键
e9670,e17331,发行日期,发行日期
e33478,e33478,中文名,中文名
e33478,e26484,外文名,外文名
e33478,e6118,目的,目的
e33478,e37051,要求,要求
e33478,e51950,解释,解释
e30761,e30761,中文名,中文名
e30761,e44220,国籍,国籍
e30761,e32124,职业,职业
e30761,e38877,毕业院校,毕业院校
e30761,e19220,信仰,信仰
e30761,e29543,主要成就,主要成就
e30761,e32737,政治面貌,政治面貌
e30761,e40243,逝世日期,逝世日期
e6842,e6842,中文名,中文名
e6842,e17524,出生日期,出生日期
e6842,e47848,主要成就,主要成就
e6842,e51835,逝世日期,逝世日期
e26383,e26383,书名,书名
e26383,e50437,页数,页数
e26383,e39830,出版时间,出版时间
e25847,e25847,中文名,中文名
e25847,e28004,国籍,国籍
e25847,e20176,出生日期,出生日期
e25847,e50001,政治面貌,政治面貌
e37435,e37435,中文名,中文名
e37435,e44220,国籍,国籍
e37435,e48100,出生地,出生地
e37435,e18002,出生日期,出生日期
e37435,e14026,逝世日期,逝世日期
e37435,e47229,性别,性别
e37435,e13590,民族,民族
e10205,e10205,中文名,中文名
e10205,e48037,别名,别名
e10205,e40451,毕业院校,毕业院校
e10205,e15450,职业,职业
e10205,e24074,出生地,出生地
e10205,e43586,军衔,军衔
e10205,e5789,逝世日期,逝世日期
e34244,e34244,中文名,中文名
e34244,e888,外文名,外文名
e34244,e26420,研制机构,研制机构
e34244,e2242,研制国别,研制国别
e23065,e23065,本名,本名
e23065,e40629,别称,别称
e23065,e44104,出生地,出生地
e23065,e9349,出生时间,出生时间
e23065,e3837,去世时间,去世时间
e44576,e44576,中文名,中文名
e44576,e145,职责,职责
e44576,e16450,内设机构,内设机构
e44576,e10377,办公室,办公室
e16571,e16571,中文名,中文名
e16571,e2215,职业,职业
e16571,e32737,政治面貌,政治面貌
e16571,e37754,参加革命时间,参加革命时间
e36705,e43695,出生地,出生地
e36705,e32116,出生日期,出生日期
e36705,e36300,逝世日期,逝世日期
e36705,e36705,中文名,中文名
e20990,e20990,中文名,中文名
e20990,e15770,外文名,外文名
e20990,e5708,基础设施,基础设施
e20990,e34711,使用弊端,使用弊端
e20990,e18062,历史战役,历史战役
e36793,e36793,中文名,中文名
e36793,e42427,型号,型号
e14466,e14466,中文名,中文名
e14466,e52617,外文名,外文名
e14466,e27704,出生日期,出生日期
e14466,e4255,职位,职位
e14466,e11091,逝世日期,逝世日期
e14466,e25741,出生地,出生地
e36793,e36169,口径,口径
e28770,e28770,中文名,中文名
e28770,e13988,出生地,出生地
e28770,e12353,出生日期,出生日期
e28770,e15744,毕业院校,毕业院校
e15848,e15848,中文名,中文名
e15848,e31582,民族,民族
e15848,e16333,出生日期,出生日期
e15848,e5054,逝世日期,逝世日期
e15848,e20131,出生地,出生地
e36793,e36793,中文名,中文名
e36793,e42427,型号,型号
e9559,e9559,中文名,中文名
e9559,e44220,国籍,国籍
e9559,e31582,民族,民族
e9559,e44220,出生地,出生地
e45549,e45549,中文名,中文名
e45549,e31896,字,字
e45549,e22872,号,号
e45549,e44124,卒,卒
e33287,e17491,界,界
e33287,e33287,中文学名,中文学名
e33287,e7141,门,门
e36793,e36169,口径,口径
e33287,e29055,目,目
e33287,e40066,科,科
e33287,e9656,属,属
e33287,e12428,纲,纲
e2441,e2441,中文名,中文名
e2441,e24847,镶孔奖励,镶孔奖励
e2441,e46413,物品等级,物品等级
e2441,e26647,需要等级,需要等级
e33661,e33661,中文名,中文名
e33661,e34838,出生地,出生地
e33661,e33130,出生日期,出生日期
e33661,e46191,逝世日期,逝世日期
e2441,e2441,中文名,中文名
e2441,e24847,镶孔奖励,镶孔奖励
e2441,e26647,需要等级,需要等级
e2441,e46413,物品等级,物品等级
e27169,e37754,出生日期,出生日期
e27169,e44124,逝世日期,逝世日期
e27169,e46908,出生地,出生地
e27169,e27169,中文名,中文名
e27448,e27448,中文名,中文名
e27448,e41549,类型,类型
e27448,e27759,等级,等级
e27448,e44305,品质,品质
e27448,e13617,智力,智力
e15534,e15534,中文名,中文名
e15534,e44220,国籍,国籍
e15534,e43657,性别,性别
e27448,e22025,职业限制,职业限制
e51027,e51027,中文名,中文名
e51027,e29382,逝世日期,逝世日期
e51027,e45688,职务,职务
e51027,e31769,参加革命时间,参加革命时间
e36835,e2656,中文名,中文名
e36835,e36835,外文名,外文名
e36835,e40059,设计单位,设计单位
e36835,e44741,国家,国家
e44036,e44036,中文名,中文名
e44036,e15788,排水量,排水量
e44036,e5996,续航力,续航力
e44036,e46588,航速,航速
e44036,e44036,中文名,中文名
e44036,e15788,排水量,排水量
e44036,e5996,续航力,续航力
e44036,e46588,航速,航速
e34735,e34735,中文名称,中文名称
e34735,e17067,类型,类型
e34735,e39783,航速,航速
